ID;NAME;WHERE;ADDING1;ADDING2;ADDING3;ADDING4;ADDING5;ADDING6;ADDING7;ADDING8;ADDING9
5922;chicken;;garlic sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;;
5923;chicken;;garlic sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;;
5924;chicken;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
5925;chicken;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;;
5926;chicken;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;;
5927;chicken;;garlic sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;;
5928;chicken;;garlic sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;;
5929;chicken;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
5930;chicken;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
5931;chicken;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
5932;chicken;;garlic sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
5933;chicken;;garlic sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
5934;chicken;;garlic sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
5935;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;
5936;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;
5937;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;;
5938;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;;
5939;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;;
5940;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;;
5941;chicken;;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;;
5942;chicken;;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;;
5943;chicken;;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;;
5944;chicken;;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;;
5945;chicken;;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
5946;chicken;;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;;
5947;chicken;;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;;
5948;chicken;;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;;
5949;chicken;;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;;
5950;chicken;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
5951;chicken;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
5952;chicken;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
5953;chicken;;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
5954;chicken;;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
5955;chicken;;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
5956;chicken;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;;
5957;chicken;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;;
5958;chicken;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;;
5959;chicken;;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;;
5960;chicken;;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;;
5961;chicken;;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
5962;chicken;;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;;
5963;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;
5964;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;;
5965;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;;
5966;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;onions;;
5967;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;;
5968;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;;
5969;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;onions;;
5970;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;;
5971;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;onions;;
5972;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;chili powder;onions;;
5973;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;;
5974;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;;
5975;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;onions;;
5976;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;;
5977;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;onions;;
5978;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;chili powder;onions;;
5979;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;;
5980;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;onions;;
5981;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;chili powder;onions;;
5982;chicken;;cheese;garlic sauce;herb sauce;tomatoes;hot sauce;chili powder;onions;;
5983;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
5984;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
5985;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;onions;;
5986;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;;
5987;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;onions;;
5988;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;chili powder;onions;;
5989;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;;
5990;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;onions;;
5991;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;chili powder;onions;;
5992;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;hot sauce;chili powder;onions;;
5993;chicken;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;;
5994;chicken;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;onions;;
5995;chicken;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;chili powder;onions;;
5996;chicken;;cheese;garlic sauce;herb sauce;fried zuccihini;hot sauce;chili powder;onions;;
5997;chicken;;cheese;garlic sauce;herb sauce;fried potatoes;hot sauce;chili powder;onions;;
5998;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
5999;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
6000;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;
6001;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;
6002;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;
6003;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;
6004;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;
6005;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;
6006;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;
6007;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;
6008;chicken;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6009;chicken;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;
6010;chicken;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;
6011;chicken;;cheese;garlic sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;
6012;chicken;;cheese;garlic sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;
6013;chicken;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6014;chicken;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
6015;chicken;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
6016;chicken;;cheese;garlic sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
6017;chicken;;cheese;garlic sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
6018;chicken;;cheese;garlic sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6019;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
6020;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
6021;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;
6022;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;
6023;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;
6024;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;
6025;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;
6026;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;
6027;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;
6028;chicken;;cheese;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;
6029;chicken;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6030;chicken;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;
6031;chicken;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;
6032;chicken;;cheese;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;
6033;chicken;;cheese;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;
6034;chicken;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6035;chicken;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
6036;chicken;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
6037;chicken;;cheese;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
6038;chicken;;cheese;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
6039;chicken;;cheese;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6040;chicken;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6041;chicken;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
6042;chicken;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
6043;chicken;;cheese;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
6044;chicken;;cheese;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
6045;chicken;;cheese;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6046;chicken;;cheese;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6047;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;
6048;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;;
6049;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;;
6050;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;;
6051;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;;
6052;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;;
6053;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;;
6054;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;;
6055;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;;
6056;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;;
6057;chicken;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6058;chicken;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;;
6059;chicken;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;;
6060;chicken;;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;;
6061;chicken;;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;;
6062;chicken;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6063;chicken;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
6064;chicken;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
6065;chicken;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
6066;chicken;;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
6067;chicken;;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6068;chicken;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6069;chicken;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
6070;chicken;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
6071;chicken;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
6072;chicken;;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
6073;chicken;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6074;chicken;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6075;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;;
6076;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;;
6077;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;;
6078;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;;
6079;chicken;;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;;
6080;chicken;;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6081;chicken;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6082;chicken;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;;
6083;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;
6084;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;
6085;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;onions;
6086;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;
6087;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;onions;
6088;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;chili powder;onions;
6089;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;
6090;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;onions;
6091;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;chili powder;onions;
6092;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;hot sauce;chili powder;onions;
6093;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;
6094;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;onions;
6095;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;chili powder;onions;
6096;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;hot sauce;chili powder;onions;
6097;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;hot sauce;chili powder;onions;
6098;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;
6099;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;
6100;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;
6101;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;
6102;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;hot sauce;chili powder;onions;
6103;chicken;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6104;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;
6105;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;
6106;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;
6107;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;
6108;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;
6109;chicken;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6110;chicken;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6111;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;
6112;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;
6113;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;
6114;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;
6115;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;
6116;chicken;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6117;chicken;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6118;chicken;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6119;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;
6120;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions;
6121;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions;
6122;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions;
6123;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions;
6124;chicken;;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6125;chicken;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6126;chicken;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6127;chicken;;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions;
6128;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder
6129;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;onions
6130;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;chili powder;onions
6131;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;hot sauce;chili powder;onions
6132;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;fried potatoes;hot sauce;chili powder;onions
6133;chicken;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;fried potatoes;hot sauce;chili powder;onions
6134;chicken;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions
6135;chicken;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions
6136;chicken;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions
6137;chicken;;garlic sauce;herb sauce;tomatoes;fried eggplant;fried zuccihini;fried potatoes;hot sauce;chili powder;onions
6138;vegeterian;;;;;;;;;;
6139;vegeterian;;cheese;;;;;;;;
6140;vegeterian;;garlic sauce;;;;;;;;
6141;vegeterian;;herb sauce;;;;;;;;
6142;vegeterian;;tomatoes;;;;;;;;
6143;vegeterian;;fried eggplant;;;;;;;;
6144;vegeterian;;fried zuccihini;;;;;;;;
6145;vegeterian;;fried potatoes;;;;;;;;
6146;vegeterian;;hot sauce;;;;;;;;
6147;vegeterian;;chili powder;;;;;;;;
6148;vegeterian;;onions;;;;;;;;
6149;vegeterian;;cheese;garlic sauce;;;;;;;
6150;vegeterian;;cheese;herb sauce;;;;;;;
6151;vegeterian;;cheese;tomatoes;;;;;;;
6152;vegeterian;;cheese;fried eggplant;;;;;;;
6153;vegeterian;;cheese;fried zuccihini;;;;;;;
6154;vegeterian;;cheese;fried potatoes;;;;;;;
6155;vegeterian;;cheese;hot sauce;;;;;;;
6156;vegeterian;;cheese;chili powder;;;;;;;
6157;vegeterian;;cheese;onions;;;;;;;
6158;vegeterian;;garlic sauce;herb sauce;;;;;;;
6159;vegeterian;;garlic sauce;tomatoes;;;;;;;
6160;vegeterian;;garlic sauce;fried eggplant;;;;;;;
6161;vegeterian;;garlic sauce;fried zuccihini;;;;;;;
6162;vegeterian;;garlic sauce;fried potatoes;;;;;;;
6163;vegeterian;;garlic sauce;hot sauce;;;;;;;
6164;vegeterian;;garlic sauce;chili powder;;;;;;;
6165;vegeterian;;garlic sauce;onions;;;;;;;
6166;vegeterian;;herb sauce;tomatoes;;;;;;;
6167;vegeterian;;herb sauce;fried eggplant;;;;;;;
6168;vegeterian;;herb sauce;fried zuccihini;;;;;;;
6169;vegeterian;;herb sauce;fried potatoes;;;;;;;
6170;vegeterian;;herb sauce;hot sauce;;;;;;;
6171;vegeterian;;herb sauce;chili powder;;;;;;;
6172;vegeterian;;herb sauce;onions;;;;;;;
6173;vegeterian;;tomatoes;fried eggplant;;;;;;;
6174;vegeterian;;tomatoes;fried zuccihini;;;;;;;
6175;vegeterian;;tomatoes;fried potatoes;;;;;;;
6176;vegeterian;;tomatoes;hot sauce;;;;;;;
6177;vegeterian;;tomatoes;chili powder;;;;;;;
6178;vegeterian;;tomatoes;onions;;;;;;;
6179;vegeterian;;fried eggplant;fried zuccihini;;;;;;;
6180;vegeterian;;fried eggplant;fried potatoes;;;;;;;
6181;vegeterian;;fried eggplant;hot sauce;;;;;;;
6182;vegeterian;;fried eggplant;chili powder;;;;;;;
6183;vegeterian;;fried eggplant;onions;;;;;;;
6184;vegeterian;;fried zuccihini;fried potatoes;;;;;;;
6185;vegeterian;;fried zuccihini;hot sauce;;;;;;;
6186;vegeterian;;fried zuccihini;chili powder;;;;;;;
6187;vegeterian;;fried zuccihini;onions;;;;;;;
6188;vegeterian;;fried potatoes;hot sauce;;;;;;;
6189;vegeterian;;fried potatoes;chili powder;;;;;;;
6190;vegeterian;;fried potatoes;onions;;;;;;;
6191;vegeterian;;hot sauce;chili powder;;;;;;;
6192;vegeterian;;hot sauce;onions;;;;;;;
6193;vegeterian;;chili powder;onions;;;;;;;
6194;vegeterian;;cheese;garlic sauce;herb sauce;;;;;;
6195;vegeterian;;cheese;garlic sauce;tomatoes;;;;;;
6196;vegeterian;;cheese;garlic sauce;fried eggplant;;;;;;
6197;vegeterian;;cheese;garlic sauce;fried zuccihini;;;;;;
6198;vegeterian;;cheese;garlic sauce;fried potatoes;;;;;;
6199;vegeterian;;cheese;garlic sauce;hot sauce;;;;;;
6200;vegeterian;;cheese;garlic sauce;chili powder;;;;;;
6201;vegeterian;;cheese;garlic sauce;onions;;;;;;
6202;vegeterian;;cheese;herb sauce;tomatoes;;;;;;
6203;vegeterian;;cheese;herb sauce;fried eggplant;;;;;;
6204;vegeterian;;cheese;herb sauce;fried zuccihini;;;;;;
6205;vegeterian;;cheese;herb sauce;fried potatoes;;;;;;
6206;vegeterian;;cheese;herb sauce;hot sauce;;;;;;
6207;vegeterian;;cheese;herb sauce;chili powder;;;;;;
6208;vegeterian;;cheese;herb sauce;onions;;;;;;
6209;vegeterian;;cheese;tomatoes;fried eggplant;;;;;;
6210;vegeterian;;cheese;tomatoes;fried zuccihini;;;;;;
6211;vegeterian;;cheese;tomatoes;fried potatoes;;;;;;
6212;vegeterian;;cheese;tomatoes;hot sauce;;;;;;
6213;vegeterian;;cheese;tomatoes;chili powder;;;;;;
6214;vegeterian;;cheese;tomatoes;onions;;;;;;
6215;vegeterian;;cheese;fried eggplant;fried zuccihini;;;;;;
6216;vegeterian;;cheese;fried eggplant;fried potatoes;;;;;;
6217;vegeterian;;cheese;fried eggplant;hot sauce;;;;;;
6218;vegeterian;;cheese;fried eggplant;chili powder;;;;;;
6219;vegeterian;;cheese;fried eggplant;onions;;;;;;
6220;vegeterian;;cheese;fried zuccihini;fried potatoes;;;;;;
6221;vegeterian;;cheese;fried zuccihini;hot sauce;;;;;;
6222;vegeterian;;cheese;fried zuccihini;chili powder;;;;;;
6223;vegeterian;;cheese;fried zuccihini;onions;;;;;;
6224;vegeterian;;cheese;fried potatoes;hot sauce;;;;;;
6225;vegeterian;;cheese;fried potatoes;chili powder;;;;;;
6226;vegeterian;;cheese;fried potatoes;onions;;;;;;
6227;vegeterian;;cheese;hot sauce;chili powder;;;;;;
6228;vegeterian;;cheese;hot sauce;onions;;;;;;
